fid,id sistema,id ruta,nombre,nombre completo,grupo,modalidad,subsistema,tipo unidad,longitud,zona
"3216","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3217","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3218","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3219","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3220","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3221","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"3222","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"3223","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"3224","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3225","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"3226","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"3227","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"3228","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"3229","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"3230","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"3231","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"3232","193","171",211SM,211 San Miguel,Ctm Feat,Periferica,NO,Panoramica,52.48,Limite Municipal
"3233","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"3234","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3235","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3236","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"3237","193","171",211SM,211 San Miguel,Ctm Feat,Periferica,NO,Panoramica,52.48,Limite Municipal
"3238","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"3239","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"3240","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"3241","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3242","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"3243","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3244","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3245","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"3246","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"3247","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"3248","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"3249","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"3250","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"3251","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"3252","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"3253","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"3254","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"3255","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"3256","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"3257","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3258","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"3259","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"3260","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3261","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"3262","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3263","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"3264","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"3265","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"3266","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"3267","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3268","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"3269","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3270","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"3271","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"3272","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"3273","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"3274","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"3275","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3276","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"3277","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"3278","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"3279","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"3280","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"3281","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"3282","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"3283","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"3284","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"3285","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3286","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"3287","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"3288","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"3289","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"3290","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"3291","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"3292","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"3293","95","208",116T,,,,,,0,Limite Municipal
"3294","101","214","226",,,,,,0,Limite Municipal
"3295","103","216","328",,,,,,0,Limite Municipal
"3296","110","224",326G,,,,,,0,Limite Municipal
"3297","118","235",108E,,,,,,0,Limite Municipal
"3298","119","236",108JM,,,,,,0,Limite Municipal
"3299","120","237",108C,,,,,,0,Limite Municipal
"3300","121","238",131C,,,,,,0,Limite Municipal
"3301","122","239",131V,,,,,,0,Limite Municipal
"3302","123","242",2S,,,,,,0,Limite Municipal
"3303","99","212","313",,,,,,0,Limite Municipal
"3304","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"3305","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"3306","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"3307","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3308","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3309","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3310","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3311","103","216","328",,,,,,0,Limite Municipal
"3312","111","225",326M,,,,,,0,Limite Municipal
"3313","112","226",326PG,,,,,,0,Limite Municipal
"3314","120","237",108C,,,,,,0,Limite Municipal
"3315","121","238",131C,,,,,,0,Limite Municipal
"3316","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"3317","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"3318","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3319","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"3320","103","216","328",,,,,,0,Limite Municipal
"3321","120","237",108C,,,,,,0,Limite Municipal
"3322","121","238",131C,,,,,,0,Limite Municipal
"3323","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"3324","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"3325","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"3326","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"3327","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3328","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"3329","111","225",326M,,,,,,0,Limite Municipal
"3330","112","226",326PG,,,,,,0,Limite Municipal
"3331","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"3332","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"3333","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3334","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"3335","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"3336","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"3337","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3338","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"3339","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"3340","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"3341","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3342","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"3343","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"3344","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"3345","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"3346","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"3347","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"3348","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"3349","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"3350","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3351","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3352","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3353","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3354","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"3355","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"3356","193","171",211SM,211 San Miguel,Ctm Feat,Periferica,NO,Panoramica,52.48,Limite Municipal
"3357","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"3358","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3359","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3360","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"3361","193","171",211SM,211 San Miguel,Ctm Feat,Periferica,NO,Panoramica,52.48,Limite Municipal
"3362","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"3363","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"3364","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"3365","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3366","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3367","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3368","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"3369","193","171",211SM,211 San Miguel,Ctm Feat,Periferica,NO,Panoramica,52.48,Limite Municipal
"3370","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"3371","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3372","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"3373","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"3374","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"3375","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3376","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3377","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"3378","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"3379","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"3380","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"3381","225","174",218R,218 Azteca Rosita,Ctm Feat,Radial,OTE,Panoramica,44.3,Limite Municipal
"3382","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"3383","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"3384","239","245",219CH,219 Churubusco,Ctm Feat,Radial,OTE,Panoramica,74.53,Limite Municipal
"3385","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"3386","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"3387","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"3388","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"3389","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"3390","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"3391","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"3392","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"3393","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"3394","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"3395","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"3396","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"3397","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"3398","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"3399","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"3400","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"3401","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3402","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"3403","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"3404","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"3405","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"3406","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"3407","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"3408","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"3409","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"3410","95","208",116T,,,,,,0,Limite Municipal
"3411","103","216","328",,,,,,0,Limite Municipal
"3412","111","225",326M,,,,,,0,Limite Municipal
"3413","112","226",326PG,,,,,,0,Limite Municipal
"3414","120","237",108C,,,,,,0,Limite Municipal
"3415","121","238",131C,,,,,,0,Limite Municipal
"3416","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"3417","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"3418","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"3419","95","208",116T,,,,,,0,Limite Municipal
"3420","103","216","328",,,,,,0,Limite Municipal
"3421","118","235",108E,,,,,,0,Limite Municipal
"3422","119","236",108JM,,,,,,0,Limite Municipal
"3423","121","238",131C,,,,,,0,Limite Municipal
"3424","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3425","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"3426","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"3427","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"3428","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"3429","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"3430","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"3431","95","208",116T,,,,,,0,Limite Municipal
"3432","111","225",326M,,,,,,0,Limite Municipal
"3433","112","226",326PG,,,,,,0,Limite Municipal
"3434","120","237",108C,,,,,,0,Limite Municipal
"3435","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"3436","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"3437","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3438","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"3439","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"3440","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"3441","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"3442","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"3443","95","208",116T,,,,,,0,Limite Municipal
"3444","111","225",326M,,,,,,0,Limite Municipal
"3445","112","226",326PG,,,,,,0,Limite Municipal
"3446","120","237",108C,,,,,,0,Limite Municipal
"3447","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"3448","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"3449","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"3450","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3451","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"3452","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"3453","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"3454","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"3455","95","208",116T,,,,,,0,Limite Municipal
"3456","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"3457","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"3458","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"3459","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"3460","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"3461","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"3462","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3463","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"3464","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"3465","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"3466","99","212","313",,,,,,0,Limite Municipal
"3467","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"3468","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"3469","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"3470","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3471","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"3472","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"3473","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"3474","103","216","328",,,,,,0,Limite Municipal
"3475","120","237",108C,,,,,,0,Limite Municipal
"3476","121","238",131C,,,,,,0,Limite Municipal
"3477","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"3478","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"3479","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"3480","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"3481","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3482","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"3483","111","225",326M,,,,,,0,Limite Municipal
"3484","112","226",326PG,,,,,,0,Limite Municipal
"3485","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"3486","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"3487","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"3488","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"3489","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"3490","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"3491","123","242",2S,,,,,,0,Limite Municipal
"3492","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"3493","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"3494","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"3495","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"3496","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"3497","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"3498","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"3499","185","51",207B,207 Escobedo,Martinez Garcia,Periferica,ZN,Panoramica,39.9,Limite Municipal
"3500","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
