fid,id sistema,id ruta,nombre,nombre completo,grupo,modalidad,subsistema,tipo unidad,longitud,zona
"1","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"2","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"3","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"4","3","16",318SA,310 Santa Martha - Hipermart Sur,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,14,Limite Municipal
"5","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"6","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"7","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"8","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"9","68","198",220VSF,220 Valle De San Francisco,Ctm Feat,Alimentadora,ZN,Panoramica,51.92,Limite Municipal
"10","75","264",220U,220 La Unidad,Ctm Snat,Alimentadora,ZN,Panoramica,40.24,Limite Municipal
"11","87","182","316",,,,,,0,Limite Municipal
"12","89","191","323",,,,,,0,Limite Municipal
"13","96","209",116SV,,,,,,0,Limite Municipal
"14","98","211","64",,,,,,0,Limite Municipal
"15","99","212","313",,,,,,0,Limite Municipal
"16","100","213","205",,,,,,0,Limite Municipal
"17","101","214","226",,,,,,0,Limite Municipal
"18","102","215",134F,,,,,,0,Limite Municipal
"19","103","216","328",,,,,,0,Limite Municipal
"20","108","221",39N,,,,,,0,Limite Municipal
"21","109","222",39G,,,,,,0,Limite Municipal
"22","110","224",326G,,,,,,0,Limite Municipal
"23","111","225",326M,,,,,,0,Limite Municipal
"24","112","226",326PG,,,,,,0,Limite Municipal
"25","113","227",TRMJ,,,,,,0,Limite Municipal
"26","114","228",TRMR,,,,,,0,Limite Municipal
"27","115","229",TRMC,,,,,,0,Limite Municipal
"28","117","231",130H,,,,,,0,Limite Municipal
"29","120","237",108C,,,,,,0,Limite Municipal
"30","121","238",131C,,,,,,0,Limite Municipal
"31","122","239",131V,,,,,,0,Limite Municipal
"32","123","242",2S,,,,,,0,Limite Municipal
"33","125","248","11",,,,,,0,Limite Municipal
"34","136","254",RTMJ,,,,,,0,Limite Municipal
"35","140","255",RTCV,,,,,,0,Limite Municipal
"36","143","256",RTG,,,,,,0,Limite Municipal
"37","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"38","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"39","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"40","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"41","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"42","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"43","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"44","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"45","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"46","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"47","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"48","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"49","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"50","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"51","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"52","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"53","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"54","168","140",13M,13 Pedregal - San Bernabe,Tierra Y Libertada,Metrobus,NP,Panoramica,27.07,Limite Municipal
"55","169","141","401",401 Santa Martha - San Bernabe,Transregio,Metrobus,NP,Panoramica,19.02,Limite Municipal
"56","172","113",305SA,305 San Agustin,Ctm Feat,Microbus,PTE,Midibus,37.58,Limite Municipal
"57","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"58","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"59","176","160","301",301 Revolucion,Ctm Gpe,Microbus,SUR,Midibus,21.16,Limite Municipal
"60","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"61","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"62","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"63","180","175",334KD,334 Kir Directo,Ctm Feat,Microbus,ZN,Midibus Panoramico,35,Limite Municipal
"64","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"65","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"66","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"67","185","51",207B,207 Escobedo,Martinez Garcia,Periferica,ZN,Panoramica,39.9,Limite Municipal
"68","186","88","208",208 Escobeddo San Rafael,Transregio,Periferica,ZN,Panoramica,68.53,Limite Municipal
"69","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"70","188","90","203",203 Santa Catarina - Punta De La Loma,Transregio,Periferica,PTE,Panoramica,73.95,Limite Municipal
"71","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"72","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"73","196","260","213",213 Apodaca - Uanl,Ctm- Feat,Periferica,ZN,Panoramico,45.47,Limite Municipal
"74","203","39",17PX,17 Pio X,Lazcano,Radial,ZN,Panoramica,24.11,Limite Municipal
"75","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"76","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"77","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"78","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"79","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"80","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"81","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"82","211","146",113T,113 Valle Oriente - Centro - Tunel,Ctm Snat,Radial,SUR,Panoramica,25.44,Limite Municipal
"83","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"84","215","153",117G,117 Guerrero,Ctm Feat,Radial,NO,Panoramica,32.82,Limite Municipal
"85","216","154","86",86 Unidad Laboral,Ctm Feat,Radial,NO,Panoramica,35.43,Limite Municipal
"86","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"87","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"88","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"89","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"90","221","159","4",4 Circunvalacion,Martinez Garcia,Radial,,Panoramica,19.21,Limite Municipal
"91","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"92","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"93","224","173",218J,218 Inf La Joya - Pablo Livas,Ctm Feat,Radial,OTE,Panoramica,52.02,Limite Municipal
"94","225","174",218R,218 Azteca Rosita,Ctm Feat,Radial,OTE,Panoramica,44.3,Limite Municipal
"95","226","180","16",16 Pedregal - La Unidad,Ctm Feat,Radial,ZN,Panoramica,54.7,Limite Municipal
"96","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"97","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"98","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"99","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"100","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"101","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"102","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"103","234","232","50",50 Mas Palomas,Ctm Feat,Radial,SUR,Panoramica,18.79,Limite Municipal
"104","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"105","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"106","239","245",219CH,219 Churubusco,Ctm Feat,Radial,OTE,Panoramica,74.53,Limite Municipal
"107","240","262","7",7 Escobedo Centro,Transregio,Radial,ZN,Panoramica,40.84,Limite Municipal
"108","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"109","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"110","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"111","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"112","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"113","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"114","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"115","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"116","2","15",310AN,310 Sta Martha - Hipermart Norte,Ctm Feat,Alimentadora,LRC,Midibus Panoramico,21,Limite Municipal
"117","186","88","208",208 Escobeddo San Rafael,Transregio,Periferica,ZN,Panoramica,68.53,Limite Municipal
"118","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"119","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"120","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"121","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"122","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"123","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"124","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"125","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"126","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"127","217","155","42",42 Realito,Croc,Radial,SUR,Panoramica,30.73,Limite Municipal
"128","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"129","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"130","84","142",505A,505 San Pedro - Circuito A,Lazcano,Intramunicipal,PTE,Van Climatizada,31.47,Limite Municipal
"131","85","143",505B,505 San Pedro - Circuito B,Lazcano,Intramunicipal,PTE,Van Climatizada,33.36,Limite Municipal
"132","89","191","323",,,,,,0,Limite Municipal
"133","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"134","92","205",320F,,,,,,0,Limite Municipal
"135","93","206",320M,,,,,,0,Limite Municipal
"136","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"137","95","208",116T,,,,,,0,Limite Municipal
"138","96","209",116SV,,,,,,0,Limite Municipal
"139","111","225",326M,,,,,,0,Limite Municipal
"140","96","209",116SV,,,,,,0,Limite Municipal
"141","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"142","98","211","64",,,,,,0,Limite Municipal
"143","108","221",39N,,,,,,0,Limite Municipal
"144","99","212","313",,,,,,0,Limite Municipal
"145","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"146","99","212","313",,,,,,0,Limite Municipal
"147","168","140",13M,13 Pedregal - San Bernabe,Tierra Y Libertada,Metrobus,NP,Panoramica,27.07,Limite Municipal
"148","100","213","205",,,,,,0,Limite Municipal
"149","169","141","401",401 Santa Martha - San Bernabe,Transregio,Metrobus,NP,Panoramica,19.02,Limite Municipal
"150","101","214","226",,,,,,0,Limite Municipal
"151","140","255",RTCV,,,,,,0,Limite Municipal
"152","102","215",134F,,,,,,0,Limite Municipal
"153","140","255",RTCV,,,,,,0,Limite Municipal
"154","102","215",134F,,,,,,0,Limite Municipal
"155","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"156","103","216","328",,,,,,0,Limite Municipal
"157","111","225",326M,,,,,,0,Limite Municipal
"158","108","221",39N,,,,,,0,Limite Municipal
"159","109","222",39G,,,,,,0,Limite Municipal
"160","108","221",39N,,,,,,0,Limite Municipal
"161","123","242",2S,,,,,,0,Limite Municipal
"162","108","221",39N,,,,,,0,Limite Municipal
"163","125","248","11",,,,,,0,Limite Municipal
"164","108","221",39N,,,,,,0,Limite Municipal
"165","136","254",RTMJ,,,,,,0,Limite Municipal
"166","108","221",39N,,,,,,0,Limite Municipal
"167","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"168","108","221",39N,,,,,,0,Limite Municipal
"169","206","52",134T,134 Telefonos,Ctm Feat,Radial,ZN,Panoramica,55.37,Limite Municipal
"170","108","221",39N,,,,,,0,Limite Municipal
"171","210","138",17A,17 Auditorio,Lazcano,Radial,ZN,Panoramico,32.22,Limite Municipal
"172","108","221",39N,,,,,,0,Limite Municipal
"173","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"174","109","222",39G,,,,,,0,Limite Municipal
"175","125","248","11",,,,,,0,Limite Municipal
"176","110","224",326G,,,,,,0,Limite Municipal
"177","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"178","111","225",326M,,,,,,0,Limite Municipal
"179","112","226",326PG,,,,,,0,Limite Municipal
"180","115","229",TRMC,,,,,,0,Limite Municipal
"181","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"182","117","231",130H,,,,,,0,Limite Municipal
"183","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"184","117","231",130H,,,,,,0,Limite Municipal
"185","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"186","118","235",108E,,,,,,0,Limite Municipal
"187","119","236",108JM,,,,,,0,Limite Municipal
"188","120","237",108C,,,,,,0,Limite Municipal
"189","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"190","120","237",108C,,,,,,0,Limite Municipal
"191","194","172",211Y,211 York,Ctm Feat,Periferica,NO,Panoramica,55.82,Limite Municipal
"192","121","238",131C,,,,,,0,Limite Municipal
"193","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"194","123","242",2S,,,,,,0,Limite Municipal
"195","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"196","123","242",2S,,,,,,0,Limite Municipal
"197","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"198","125","248","11",,,,,,0,Limite Municipal
"199","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"200","125","248","11",,,,,,0,Limite Municipal
"201","168","140",13M,13 Pedregal - San Bernabe,Tierra Y Libertada,Metrobus,NP,Panoramica,27.07,Limite Municipal
"202","125","248","11",,,,,,0,Limite Municipal
"203","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"204","136","254",RTMJ,,,,,,0,Limite Municipal
"205","143","256",RTG,,,,,,0,Limite Municipal
"206","136","254",RTMJ,,,,,,0,Limite Municipal
"207","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"208","143","256",RTG,,,,,,0,Limite Municipal
"209","218","156","65",65 Lazaro Cardenas,Transregio,Radial,ZN,Panoramica,30.2,Limite Municipal
"210","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"211","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"212","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"213","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"214","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"215","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"216","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"217","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"218","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"219","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"220","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"221","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"222","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"223","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"224","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"225","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"226","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"227","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"228","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"229","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"230","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"231","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"232","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"233","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"234","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"235","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"236","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"237","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"238","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"239","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"240","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"241","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"242","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"243","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"244","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"245","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
"246","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"247","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"248","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"249","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"250","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"251","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"252","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"253","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"254","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"255","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"256","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"257","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"258","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"259","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"260","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"261","222","162",70C,70 Centro,Martinez Garza,Radial,OTE,Panoramica,27.06,Limite Municipal
"262","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"263","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"264","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"265","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"266","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"267","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"268","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"269","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"270","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"271","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"272","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"273","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"274","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"275","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"276","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"277","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"278","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"279","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"280","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"281","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"282","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"283","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"284","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"285","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"286","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"287","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"288","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"289","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"290","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"291","169","141","401",401 Santa Martha - San Bernabe,Transregio,Metrobus,NP,Panoramica,19.02,Limite Municipal
"292","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"293","207","124",70V,70 Vivienda Popular,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"294","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"295","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"296","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"297","220","158","69",69 Centro,Martinez Garcia,Radial,,Panoramica,19.84,Limite Municipal
